IPC,ApplicationDate,Region
B64D15/12 | B64D15/20,2013007031,中国
B64D15/12,2013007031,奥地利
B64D13/08,2013007031,巴西
B64D15/12 | B64D33/02,2013007031,欧洲专利局
B64D15/12 | B64D29/00 | B64C1/40,2013007031,欧洲专利局
B64D15/12 | B64D33/02,2013007031,欧洲专利局
B64D15/12,2013007031,中国
B64D15/12,2013007031,中国
F21V29/00,2013008001,奥地利
C08G59/62 | C08G59/20 | C08L63/00 | C08K3/00 | C08L101/00 | H05K1/03,2013008001,日本
B64G1/42 | G01R31/00,2013008001,俄罗斯
B64G1/22,2013008001,俄罗斯
F16D13/52 | F16D13/58,2013008001,中国
F21V29/00 | F21V23/00 | B64D47/02 | F21V29/80 | F21V29/89 | F21W111/06 | F21Y111/00 | F21Y115/10,2013008001,欧洲专利局
F21V29/00 | F21V23/00 | F21W111/06 | F21Y111/00 | F21Y101/02 | B64D47/02 | F21V29/80 | F21V29/89 | F21Y115/10,2013008001,欧洲专利局
B64C25/40,2013008001,俄罗斯
B64C25/04,2013008001,俄罗斯
B32B7/04 | B32B15/01 | B29C65/02 | C21D1/20 | C21D9/42 | F41H5/04,2013008002,乌克兰
F16J15/10,2013008005,中国
B64D33/00 | H01M16/00,2013008006,法国
B64D33/00 | H01M16/00,2013008006,法国
F02C7/266,2013008006,俄罗斯
0,2013008007,美国
G01L5/00,2013008007,中国
G01D21/02,2013008008,中国
B64D17/80 | B64D17/72 | B64D17/62 | B64D17/58,2013008008,俄罗斯
B64D17/80 | B64D17/72 | B64D17/62 | B64D17/58,2013008008,俄罗斯
0,2013008013,美国
B63H1/28,2013008014,中国
B64C27/28 | B64C37/00,2013008015,俄罗斯
B01J23/42 | H01M4/92,2013008015,中国
B64D15/16,2013008015,以色列
B64D15/16 | B06B1/06 | B64C1/36,2013008015,日本
B64D15/16 | B06B1/06 | B64C1/36,2013008015,日本
B64D15/16,2013008015,奥地利
B64D15/16,2013008015,以色列
B64D15/16,2013008015,以色列
B64D15/16,2013008015,以色列
B64D15/16,2013008015,美国
B08B3/12 | B64D15/16,2013008015,美国
B64D15/16,2013008015,欧洲专利局
B64D15/16,2013008015,澳大利亚
B64D15/16,2013008015,世界知识产权组织
B64D15/16,2013008015,澳大利亚
B64D15/16,2013008015,欧洲专利局
H02H3/32,2013008016,中国
B64D31/00,2013008019,奥地利
B64C19/00 | G06F17/00 | B64C27/00 | B64C27/14 | B64D27/02 | B64D27/24 | B64D31/00 | B64D35/02 | B64D35/08,2013008019,美国
B64C27/00,2013008019,美国
B64D31/00 | B64C27/00 | B64C27/14 | B60W10/08 | B64D35/02 | B64D35/08 | B60W20/00 | B64C27/12 | B64D27/24 | B64D27/02,2013008019,欧洲专利局
B64D31/00 | B64C27/00 | B64C27/14 | B60W10/08 | B64D35/02 | B64D35/08 | B60W20/00 | B64C27/12 | B64D27/24 | B64D27/02,2013008019,欧洲专利局
B64D31/00 | B64C27/00 | B64C27/14 | B60W10/08 | B64D35/02 | B64D35/08 | B60W20/00 | B64C27/12 | B64D27/24 | B64D27/02,2013008019,欧洲专利局
G05B19/418,2013008020,中国
G01M9/00,2013008021,俄罗斯
B67D7/04,2013008021,俄罗斯
G01M9/00,2013008021,俄罗斯
B64F1/34 | H02K7/18,2013008023,波兰
B64F1/34 | H02K7/18,2013008023,波兰
B64F1/34 | H02K7/18,2013008023,波兰
H02K23/52,2013008026,美国
F02N11/04 | H02K23/52,2013008026,美国
B64D27/24 | B64C1/00 | B64C3/00 | B64F1/04 | B64F1/10 | H02J7/00,2013008026,中国
B64D27/24 | B64C1/00 | B64C3/00 | B64F1/04 | B64F1/10 | H02J7/00,2013008026,中国
G01M9/08 | B64C11/26,2013008028,俄罗斯
B64C25/36,2013008028,法国
B64F5/00 | B25H1/00 | B64F5/60,2013008029,中国
H05K7/20,2013008029,中国
B64D27/24 | B64F1/00 | B64C39/02 | B64C1/00 | B64D33/08 | H01L31/052 | B64C39/10,2013008029,美国
B64D27/24 | H01L31/052,2013008029,世界知识产权组织
B64D41/00 | B64C13/50,2013008030,日本
B64C13/50 | B64D41/00 | H02K7/20,2013008030,日本
B64C13/50 | B64D41/00 | H02K7/20,2013008030,日本
B64D41/00 | B64C13/50,2013008030,日本
B64D41/00 | F03D9/00 | H02K7/18,2013008030,世界知识产权组织
B60L1/00,2013009002,土耳其
B60L11/00,2013009002,土耳其
B64F5/00,2013009002,中国
H02K9/06 | H02K9/22 | H02K21/22 | H02K9/19 | H02K9/20,2013009003,中国
B64F5/00 | B64D45/00 | H05K3/12 | B64C1/12 | H05K3/28,2013009003,美国
B64F5/00 | B64D45/00,2013009003,美国
B64C1/00,2013009003,美国
H05K3/22 | B64C1/00 | B64C1/12 | B64D43/00 | G01B7/16 | H05K3/12 | B64D45/02 | B64D15/12 | H05K3/28 | H05K3/10 | H05K1/16,2013009003,美国
B64D15/12 | H05B1/02,2013009004,美国
H02G1/06 | B64D47/00,2013009004,中国
B64G7/00,2013009005,中国
B64D13/08 | F25B9/00,2013009009,日本
B23H5/02 | B23H5/12 | B23H5/14,2013009010,中国
B23H5/02 | B23H5/12 | B23H5/14,2013009010,中国
A63H27/08,2013009010,德国
B64D33/04 | F02K1/15,2013009010,法国
B64D33/04 | F02K1/15,2013009010,法国
G05B19/418,2013009012,中国
B23B45/14 | B23C3/00 | B23Q1/00,2013009012,法国
B23B45/14 | B23C3/00 | B23Q1/00,2013009012,法国
G05B19/418,2013009012,中国
B64C13/50 | B64C13/18,2013009013,法国
B64C13/50 | B64C13/18,2013009013,法国
B64C31/024,2013009013,奥地利
B64C31/024 | B64F5/00 | B64C1/26 | B64D27/02,2013009013,欧洲专利局
B64C31/024 | B64F5/00 | B64C1/26 | B64D27/02,2013009013,欧洲专利局
B64C31/024 | B64F5/00 | B64C1/26 | B64D27/02,2013009013,欧洲专利局
F02C7/00 | F02C3/00,2013009016,中国
G01S7/41,2013009016,中国
G01S7/41,2013009016,中国
B65G57/32,2013009018,中国
B65G57/32,2013009018,中国
B64D27/24 | H02K53/00 | F03G7/10,2013009022,中国
H04N5/232 | B64C39/02 | G01S19/42 | G08C17/02,2013009023,中国
B64C35/00,2013009024,瑞典
B64C13/50,2013009024,美国
B64C13/50 | B64C9/16 | B64C13/28 | B64C3/14,2013009024,美国
B64C3/50 | B64C13/26 | B64C9/14 | B64C13/34,2013009024,美国
B64C13/34,2013009024,美国
G08G5/06,2013009024,奥地利
G08G5/06 | G08G5/00 | G05D1/00 | G05D1/02 | G01C21/00,2013009024,欧洲专利局
G08G5/06 | G08G5/00 | G05D1/00 | G05D1/02 | G01C21/00,2013009024,欧洲专利局
G08G5/06 | G08G5/00 | G05D1/00 | G05D1/02 | G01C21/00,2013009024,欧洲专利局
G08G5/06 | G05D1/00 | G08G5/00 | G01C21/00 | G05D1/02,2013009024,德国
C08L79/04 | C08L61/14 | C08K5/56 | C09D179/04 | C09D161/14 | B32B15/08 | H05K1/03,2013009030,日本
C08F2/44 | C08F12/34 | C08F291/00 | H05K1/03,2013009030,日本
B64D27/24 | B64D35/00 | B64C11/00,2013009030,德国
B64C3/50 | H02K3/28,2013010003,美国
B64C3/50 | B64C9/16 | H02K3/28 | B64C9/22 | B64C13/24 | B64C13/50,2013010003,美国
B64C25/46,2013010003,美国
B64C25/46 | B60T8/17 | B60T8/88,2013010003,美国
G01C23/00 | B64D31/00 | B64D35/00 | B64C27/14 | B64D27/02,2013010004,美国
B64C19/00 | B64D35/00 | B64D31/00 | B64C27/00,2013010004,美国
B64C39/02 | B64D37/04 | F02D19/02 | F02M37/00,2013010004,日本
B64C1/14,2013010007,白俄罗斯
F02N15/02,2013010008,中国
B64D31/00,2013010008,奥地利
B64C25/44 | B60T8/17,2013010008,中国
B64D31/00 | B64C27/00 | B64C27/12 | B64C27/14 | B60W10/08 | B64D35/02 | B64D35/08 | B60W20/00 | B64D27/24 | B64D27/02 | B64C19/00,2013010008,欧洲专利局
B64D31/00 | B64C27/00 | B64C27/12 | B64C27/14 | B60W10/08 | B64D35/02 | B64D35/08 | B60W20/00 | B64D27/24 | B64D27/02 | B64C19/00,2013010008,欧洲专利局
B64D31/00 | B64C27/00 | B64C27/12 | B64C27/14 | B60W10/08 | B64D35/02 | B64D35/08 | B60W20/00 | B64D27/24 | B64D27/02 | B64C19/00,2013010008,欧洲专利局
B64D17/34 | B64D25/10,2013010010,俄罗斯
B60L1/00 | H02G3/00 | H02J4/00 | B64F1/34 | B60L3/00,2013010010,美国
H02J4/00,2013010010,美国
H02H9/02 | G01R31/50,2013010011,中国
H02H3/38 | G01R31/50,2013010011,美国
H02H3/00 | H02H3/38 | H02H3/16 | H02H3/14 | G01R31/02 | G01R31/00 | G01R31/50,2013010011,美国
B64C25/44,2013010011,加拿大
B64C25/44,2013010011,加拿大
H05B3/56,2013010015,中国
G01N25/20,2013010016,中国
G01N25/20,2013010016,中国
G05B19/418,2013010016,中国
B64C25/42 | B60T8/17 | F16F15/00,2013010016,加拿大
B64C25/42 | B60T8/17 | F16F15/00,2013010016,加拿大
G05D1/02,2013010017,中国
G05D1/02,2013010017,中国
B60T8/17,2013010018,奥地利
B60T8/17 | B60T13/74 | B64C25/42 | B64C25/44,2013010018,欧洲专利局
B60T8/17 | B60T13/74 | B64C25/42 | B64C25/44,2013010018,欧洲专利局
B63C9/11,2013010021,中国
G08G5/00 | G01C23/00,2013010021,法国
G08G5/00 | G01C23/00,2013010021,法国
B64F1/36 | C09K3/18 | B64F5/23,2013010021,中国
B60T13/74 | B64C25/44 | F16D65/14 | F16D121/24 | F16D127/06,2013010021,巴西
F16D121/24 | F16D127/06 | B60T13/74 | B64C25/44 | F16D65/14,2013010021,巴西
G01R31/40,2013010022,中国
G01R31/40,2013010022,中国
B64C27/02 | B64D47/00,2013010022,中国
B64C39/02,2013010022,俄罗斯
B64D27/02 | B64C39/02 | B64D35/08,2013010022,俄罗斯
B64C25/44,2013010022,美国
B64C25/44 | B60T7/08 | B60T7/04 | B60T8/17 | B60T13/74 | F16D55/38,2013010022,美国
B64D15/10 | B64D15/12,2013010023,中国
B64C19/00,2013010023,美国
G06F19/00 | B64C19/00 | B64C27/14 | B64D27/02 | B64D27/24 | B64D31/00 | B64D35/02 | B64D35/08,2013010023,美国
F42C15/00 | F42C15/184 | F42C15/40 | F42C15/42,2013010024,俄罗斯
H01B7/28 | H01B7/29,2013010024,法国
B62D55/00,2013010024,白俄罗斯
H02K53/00,2013010024,中国
B64C25/44,2013010024,美国
B64C25/44 | B64C25/42 | B60T8/17 | B60T13/74,2013010024,美国
B64C25/44 | B64C25/42,2013010025,中国
B64C25/44 | B64C25/42,2013010025,中国
B60T13/74 | B64C25/44 | F16D55/36 | F16D65/18 | F16D121/24 | F16D127/06,2013010025,日本
B60T13/74 | B64C25/44 | F16D55/36 | F16D65/18 | F16D121/24 | F16D127/06,2013010025,日本
B64D29/08,2013010025,美国
B64D29/06 | B64D27/00,2013010025,美国
F42C15/40,2013010028,俄罗斯
B60L11/18 | B64D27/24,2013010028,美国
B60L58/12 | B64D27/24 | B64D41/00 | B64C39/02 | B60L53/00,2013010028,美国
F42B12/00,2013010029,俄罗斯
H02K1/16 | H02K7/18 | H02K16/04 | H02K3/48 | H02K41/02,2013010029,新西兰
H02K1/16 | H02K7/18 | H02K16/04 | H02K3/48 | H02K41/02,2013010029,新西兰
B60T8/1755 | B64C25/42,2013010029,中国
B60T8/1755 | B64C25/42,2013010029,中国
G06F17/00 | G06Q50/06 | H02J3/00 | B64C19/00 | B64D47/00,2013010029,巴西
G09B9/00,2013010029,俄罗斯
G06G7/63 | G01R27/00 | H02J3/00,2013010029,俄罗斯
H02K7/06 | F16D65/18 | B60T13/74 | H02K11/00 | H02K7/08 | H02K11/24 | B60T8/17 | F16D121/24 | F16D125/36,2013010030,美国
H02K7/06 | H02K11/00,2013010030,美国
B64C25/42,2013010030,巴西
B64C25/42,2013010030,巴西
F03D9/00 | B60K16/00 | B60L8/00,2013010031,瑞士
H02P9/30 | H02P9/38 | H02M1/14,2013010031,中国
H02P9/30 | H02P9/38 | H02M1/12,2013010031,中国
H02P9/30 | H02P9/38 | H02M1/12,2013010031,中国
H02P9/30 | H02P9/38 | H02M1/14,2013010031,中国
H02P9/30 | H02P9/38 | H02M1/12,2013010031,中国
H02P9/30 | H02P9/38 | H02M1/12,2013010031,中国
B64C25/44 | B60T8/00,2013010031,日本
B64C25/44 | B60T8/00,2013010031,日本
B64D37/00,2013011001,中国
B64D11/06,2013011001,中国
G08B17/10,2013011004,中国
H01M2/10 | H01M2/26 | H01M50/213 | H01M50/244 | H01M50/249 | H01M50/289 | H01M50/503 | H01M50/528 | H01M50/531,2013011004,中国
F21S8/10 | F21V23/06 | F21V3/04 | F21W101/06 | F21W107/30,2013011004,中国
F21S8/10 | F21V23/06 | F21V3/04 | F21W101/06 | F21W107/30,2013011004,中国
F21S43/00 | F21V23/06 | F21V3/02 | F21V3/06 | F21W107/30,2013011004,中国
B64D41/00 | H02J1/00,2013011005,日本
B64D41/00 | H02J1/00,2013011005,日本
H01R13/639,2013011006,中国
B64F1/00 | E01C11/26 | E03F1/00,2013011007,中国
B60T7/04 | B64C25/42 | B60T8/17 | B64C25/44 | B64C25/46 | B60T7/06,2013011007,美国
B60T7/06 | B64C25/42 | B60T7/04,2013011007,美国
A62B7/14 | B64D11/00 | F17C7/00,2013011007,日本
A62B7/14 | B64D11/00 | F17C7/00,2013011007,日本
B60L11/18 | B64C39/02 | B64D27/24,2013011008,法国
H01B7/02 | H01B7/17,2013011008,中国
H01B7/02 | H01B7/17,2013011008,中国
B64C9/22,2013011008,奥地利
B64C9/22 | B64C13/24 | B64D15/12,2013011008,欧洲专利局
B64C9/22 | B64C13/24 | B64D15/12,2013011008,欧洲专利局
H02K9/00 | H02K3/32 | H02K3/30 | H02K9/22 | H02K9/02 | H02K9/14 | H02K9/06 | H02K3/47 | H02K3/14 | H02K7/14 | H02K16/02 | H02K21/12,2013011009,美国
H02K9/06,2013011009,美国
H01Q1/28,2013011011,中国
B64C13/50 | B64C13/06 | B64C13/04,2013011011,俄罗斯
F16H59/02 | F16H61/02,2013011013,美国
F16H59/02 | F16H61/02,2013011013,美国
F02K7/10,2013011014,俄罗斯
F02K7/10,2013011014,俄罗斯
B64C1/14,2013011014,中国
B64C3/48 | B64C13/24 | B64C9/22,2013011014,巴西
E05F15/70 | B64C1/14 | E05F15/60 | E05F11/54 | E05F15/40,2013011014,德国
E05F15/70 | E05F11/54 | E05F15/60 | E05F15/40 | B64C1/14,2013011014,美国
E05F15/70 | E05F15/60 | E05F15/40 | E05F11/54 | B64C1/14,2013011014,美国
B64C1/14 | E05F15/70 | E05F11/54 | E05F15/40 | E05F15/60,2013011014,欧洲专利局
B64C1/14,2013011014,世界知识产权组织
B64C1/14,2013011014,加拿大
E05F15/70 | E05F15/60 | E05F15/40 | E05F11/54 | B64C1/14,2013011014,欧洲专利局
B64C1/14,2013011014,世界知识产权组织
B64C1/14,2013011014,加拿大
B64C1/14,2013011014,巴西
B64C1/14,2013011014,巴西
B64C1/14,2013011014,中国
B64F5/00 | B64F5/60,2013011018,中国
B64F5/00 | B64F5/60,2013011018,中国
B64B1/62 | B64B1/58,2013011018,中国
B64G1/22,2013011018,中国
B60N2/00,2013011018,奥地利
B60N2/00 | B64D11/06 | H01F38/14 | H01R25/14,2013011018,欧洲专利局
B60N2/00 | B64D11/06 | H01F38/14 | H01R25/14,2013011018,欧洲专利局
B64C39/00 | B64D27/24,2013011019,中国
B64C39/00 | B64D27/24,2013011019,中国
G05D1/02 | G05D1/00,2013011019,美国
G05D1/02,2013011019,美国
B64C27/22,2013011019,俄罗斯
B64C25/40,2013011020,法国
B64C25/40,2013011020,法国
H01B7/29 | H05B3/56,2013011021,波兰
G06F17/50,2013011022,中国
F03G3/08 | F03G7/10,2013011022,世界知识产权组织
B64C29/02 | B64C39/12,2013011022,巴西
B64C29/02 | B64C39/12,2013011022,巴西
B64D47/00,2013011025,中国
B64C25/24 | H01R13/52,2013011025,中国
H02K44/08 | H02K44/10,2013011026,巴西
B64D41/00 | B64D37/30,2013011026,中国
F02C3/22 | F02C7/00 | F02C6/08,2013011026,美国
F02C6/00 | F02C3/22 | F02C6/08 | B64D41/00 | B64D37/30 | F02C7/00,2013011026,美国
B64D41/00 | B64D37/30,2013011026,加拿大
B64D41/00 | B64D37/30,2013011026,世界知识产权组织
B64D41/00 | B64D37/30,2013011026,欧洲专利局
F02K3/06,2013011027,奥地利
B64D27/00,2013011027,德国
H02G11/02 | B64F1/305,2013011027,中国
B64F1/22 | B64C25/00,2013011027,德国
F02K3/06 | F01D15/10 | F01D13/00 | H01M8/04 | H01M8/10 | B64D27/24 | B64D41/00 | F02C7/32 | F02K3/02 | H01M8/04014 | H01M8/04082 | H01M8/04089 | H01M8/1018 | H01M8/24,2013011027,欧洲专利局
F02K3/06 | F01D15/10 | B64D27/24 | H01M8/1018 | F02K3/02 | F02C7/32 | H01M8/24 | F01D13/00 | H01M8/04 | H01M8/10 | B64D41/00 | H01M8/04089 | H01M8/04014 | H01M8/04082,2013011027,欧洲专利局
F02K3/06 | F01D15/10 | B64D27/24 | H01M8/1018 | F02K3/02 | F02C7/32 | H01M8/24 | F01D13/00 | H01M8/04 | H01M8/10 | B64D41/00 | H01M8/04089 | H01M8/04014 | H01M8/04082,2013011027,欧洲专利局
0,2013011027,英国
B60T8/17 | B60T8/32 | B60T13/74 | B64C25/44,2013011027,英国
0,2013011027,英国
B60T8/17 | B60T8/32 | B60T13/74 | B64C25/44,2013011027,英国
0,2013011027,英国
B60T8/17 | B60T8/32 | B60T13/74 | B64C25/44,2013011027,英国
B64C25/42 | B64F1/04,2013011027,德国
B64C31/02 | B64F1/04,2013011027,德国
B60R16/03 | G01D5/20 | B64D11/06 | H02J50/00,2013011027,美国
B60R16/03,2013011027,美国
B21J5/00,2013011028,中国
G05B19/042,2013011028,中国
G01R31/00,2013011028,中国
G05B19/042,2013011028,中国
B64D27/24,2013011028,世界知识产权组织
B64C25/40,2013011029,中国
B64C25/40,2013011029,奥地利
B64C25/40,2013011029,中国
B64C25/40,2013011029,德国
B64C25/40,2013011029,美国
B64C25/40,2013011029,美国
B64C25/40,2013011029,欧洲专利局
B64C25/40,2013011029,欧洲专利局
B64C25/40,2013011029,世界知识产权组织
H01H3/32 | H01H9/04,2013012002,中国
H01H3/32 | H01H9/04,2013012002,中国
A47B21/013 | A47B9/00,2013012003,中国
G01M3/40 | H05H3/00 | B64G4/00,2013012003,俄罗斯
B64F1/00 | B64F1/36 | B64F5/00 | B64F5/20,2013012003,中国
G05B23/02,2013012004,中国
A62C3/08 | A62C37/50,2013012004,中国
A62C3/08 | A62C37/50,2013012004,中国
A62C3/08 | A62C37/50,2013012004,中国
B60T13/74,2013012005,中国
H02J7/00 | H01M10/44 | G01R31/36 | H02H7/18 | H01M50/204 | H01M50/271,2013012006,中国
H02J7/00 | H01M10/44 | G01R31/382 | H02H7/18 | H01M50/204 | H01M50/271,2013012006,中国
H02J7/00 | H01M10/44 | G01R31/36 | H02H7/18 | H01M50/204 | H01M50/271,2013012006,中国
H02J7/00 | H01M10/44 | G01R31/36 | H02H7/18 | H01M50/204 | H01M50/271,2013012006,中国
H02J7/00 | H01M10/44 | G01R31/36 | H02H7/18,2013012006,中国
F02C7/32 | F02C7/36,2013012006,印度
F02C7/32 | F02C7/36,2013012006,印度
B64C25/40,2013012006,美国
B64C25/50 | B64C25/40,2013012006,美国
H05B3/12 | B32B15/14 | B32B33/00 | B64D15/12,2013012006,加拿大
H05B3/12 | B32B15/14 | B32B33/00 | B64D15/12,2013012006,加拿大
G09B25/00 | G09B9/08,2013012009,中国
B32B15/08,2013012010,奥地利
B32B15/08 | B64D15/12,2013012010,欧洲专利局
B32B15/08 | B64D15/12,2013012010,欧洲专利局
G01R31/00,2013012011,中国
G01R31/00,2013012011,中国
B64D31/00 | H03K19/007,2013012011,中国
B64D31/00,2013012011,奥地利
G05F1/56,2013012011,美国
G05F1/575 | G05F1/56 | H03K19/007,2013012011,美国
B64D31/00 | H03K19/007,2013012011,欧洲专利局
B64D31/00 | H03K19/007,2013012011,加拿大
B64D31/00 | H03K19/007,2013012011,世界知识产权组织
B64D31/00 | H03K19/007,2013012011,欧洲专利局
H03K19/007 | B64D31/00,2013012011,加拿大
B64C1/12 | B32B3/12 | B32B27/12 | B32B27/02 | B32B27/08 | B32B33/00,2013012013,中国
B64C1/12 | B32B3/12 | B32B27/12 | B32B27/02 | B32B27/08 | B32B33/00,2013012013,中国
F04D29/057 | F04D25/08,2013012013,中国
B64B1/06 | B64B1/62,2013012013,中国
B64C1/14 | E05F15/00,2013012016,法国
B64C1/14 | E05F15/00,2013012016,法国
H01B1/04,2013012016,美国
H01B1/04 | B05D1/04,2013012016,美国
B64D47/00 | A47B53/00 | H05K5/00,2013012016,加拿大
0,2013012018,英国
B60K6/48,2013012018,奥地利
B60K6/48 | B64D27/24 | B64D27/04 | B64D35/08 | B64D27/02,2013012018,欧洲专利局
B60K6/48 | B64D27/24 | B64D27/04 | B64D35/08 | B64D27/02,2013012018,欧洲专利局
B60K6/48 | B64D27/24 | B64D27/04 | B64D35/08,2013012018,世界知识产权组织
B60K6/48 | B64D27/24 | B64D27/04 | B64D35/08 | B64D27/02,2013012018,欧洲专利局
C25F1/00 | C25F5/00,2013012019,俄罗斯
C25F1/00 | C25F5/00,2013012019,俄罗斯
B64C39/02 | B64D27/24 | B64D39/00 | H01R13/62 | H01R24/38,2013012019,西班牙
B60L50/10,2013012019,英国
B60W20/00 | B60W10/26 | B60K6/28 | B64F1/22 | B60W20/19 | B60L50/10,2013012019,英国
B60W20/00 | B60W10/26 | B60K6/28 | B64F1/22 | B60W20/19 | B60L50/10,2013012019,英国
H01L41/22 | H01L41/257 | H01L41/23,2013012019,中国
H01L41/22 | H01L41/257 | H01L41/23,2013012019,中国
B64C39/02 | B64D27/24 | B64D39/00 | H01R13/62 | H01R24/38,2013012019,中国
B64D27/24 | H02J7/00 | B64C39/02 | H01R13/62,2013012019,美国
B64C39/02 | B64D27/24 | B64D39/00 | H01R13/62 | H01R24/38,2013012019,欧洲专利局
H01R24/38 | B64D27/24 | B64D39/00 | H01R13/62 | B64C39/02,2013012019,加拿大
B64C39/02 | B64D27/24 | B64D39/00 | H01R13/62 | H01R24/38,2013012019,欧洲专利局
B64C39/02 | B64D27/24 | B64D39/00 | H01R13/62 | H01R24/38,2013012019,世界知识产权组织
B64D39/00 | B64C39/02 | B64D27/24 | H01R13/62 | H01R24/38,2013012019,韩国
B64D27/02,2013012019,奥地利
B64D27/02,2013012019,欧洲专利局
B64D27/02,2013012019,世界知识产权组织
B64D27/02 | F01B23/00 | F02C7/36 | F02C9/42 | F02C9/44 | B64D33/02 | B64D27/00,2013012019,欧洲专利局
H02N3/00,2013012020,奥地利
H02N1/04 | H02N3/00 | H02N2/18,2013012020,欧洲专利局
H02N3/00 | H02N2/18,2013012020,欧洲专利局
H02N3/00 | H02N2/18,2013012020,欧洲专利局
H05K5/02 | G08B13/02,2013012020,中国
G05D13/62 | G05D13/66,2013012020,法国
G05D13/62 | G05D13/66,2013012020,法国
H02M3/158 | H02M7/5387 | H02M7/48 | H02M1/00,2013012020,美国
H02M7/5387 | H02M7/48,2013012020,美国
B64D15/12 | B64D29/00 | B64D33/02 | F02C7/045 | F02C7/047,2013012020,西班牙
F02C7/047 | F01D25/00 | F01D25/24 | F02C7/045,2013012020,美国
B64D15/12 | B64D29/00 | B64D33/02 | F02C7/045 | F02C7/047,2013012020,世界知识产权组织
B64D15/12 | B64D29/00 | B64D33/02 | F02C7/045 | F02C7/047,2013012020,欧洲专利局
B64D15/12 | B64D29/00 | B64D33/02 | F02C7/045 | F02C7/047,2013012020,欧洲专利局
G01M9/08,2013012023,中国
G01M9/08,2013012023,中国
H02M3/335 | H02M7/48,2013012023,中国
B64D27/20 | B60R19/52 | B64D33/02 | F02C7/055,2013012024,俄罗斯
B64D41/00,2013012024,奥地利
B64D41/00 | H02J9/06 | H02J1/00,2013012024,俄罗斯
B64D41/00 | B64D47/00,2013012024,巴西
B64D41/00 | B64D47/00,2013012024,巴西
B64D41/00 | B64D47/00,2013012024,世界知识产权组织
B64D41/00 | B64D47/00,2013012024,加拿大
B64D41/00 | B64D47/00 | H02J3/00,2013012024,欧洲专利局
B64D41/00 | B64D47/00,2013012024,加拿大
H02J5/00 | B64D41/00 | H02J9/00,2013012024,美国
H02J7/02 | H02J4/00 | H02J9/00 | B64D41/00 | H02J3/00,2013012024,美国
B64D41/00 | B64D47/00 | H02J3/00,2013012024,欧洲专利局
B64D41/00 | B64D47/00,2013012024,中国
B64C25/50 | H02K3/50 | H02K5/22 | H02K7/14 | H01R12/70 | B64C25/40 | B64C25/34 | H05K1/02,2013012024,美国
B64C25/40 | H01R12/70 | H02K3/50 | B64C25/34,2013012024,美国
B64C25/34,2013012024,世界知识产权组织
H02K5/22 | B64C25/34 | B64C25/40 | H02K13/02 | H02K13/04,2013012024,英国
H02K5/22 | H02K13/02 | H02K13/04,2013012024,世界知识产权组织
H02K5/22 | B64C25/34 | B64C25/40 | H02K13/02 | H02K13/04,2013012024,英国
0,2013012024,英国
H02J7/00,2013012025,中国
G01S1/00 | G08G5/04,2013012026,西班牙
B64C19/00 | B64C25/40,2013012026,美国
A63H27/24,2013012027,中国
F01K17/00,2013012027,俄罗斯
F01K17/00,2013012027,俄罗斯
B64D33/00 | F01B23/00 | F02C9/44 | F02C9/42 | B64D27/02 | F02C7/36 | B64D33/02 | B64D27/00,2013012027,美国
